ids,strata,loc1.1,loc1.2,loc2.1,loc2.2,loc3.1,loc3.2,loc4.1,loc4.2,loc5.1,loc5.2,loc6.1,loc6.2,loc7.1,loc7.2,loc8.1,loc8.2,loc9.1,loc9.2,loc10.1,loc10.2,loc11.1,loc11.2,loc12.1,loc12.2,loc13.1,loc13.2,loc14.1,loc14.2,loc15.1,loc15.2,loc16.1,loc16.2,loc17.1,loc17.2,loc18.1,loc18.2,loc19.1,loc19.2,loc20.1,loc20.2,loc21.1,loc21.2,loc22.1,loc22.2,loc23.1,loc23.2,loc24.1,loc24.2,loc25.1,loc25.2,loc26.1,loc26.2,loc27.1,loc27.2,loc28.1,loc28.2,loc29.1,loc29.2,loc30.1,loc30.2,loc31.1,loc31.2,loc32.1,loc32.2,loc33.1,loc33.2,loc34.1,loc34.2,loc35.1,loc35.2,loc36.1,loc36.2,loc37.1,loc37.2,loc38.1,loc38.2,loc39.1,loc39.2,loc40.1,loc40.2,loc41.1,loc41.2,loc42.1,loc42.2,loc43.1,loc43.2,loc44.1,loc44.2,loc45.1,loc45.2,loc46.1,loc46.2,loc47.1,loc47.2,loc48.1,loc48.2,loc49.1,loc49.2,loc50.1,loc50.2,loc51.1,loc51.2,loc52.1,loc52.2,loc53.1,loc53.2,loc54.1,loc54.2,loc55.1,loc55.2,loc56.1,loc56.2,loc57.1,loc57.2,loc58.1,loc58.2,loc59.1,loc59.2,loc60.1,loc60.2,loc61.1,loc61.2,loc62.1,loc62.2,loc63.1,loc63.2,loc64.1,loc64.2,loc65.1,loc65.2,loc66.1,loc66.2,loc67.1,loc67.2,loc68.1,loc68.2,loc69.1,loc69.2,loc70.1,loc70.2,loc71.1,loc71.2,loc72.1,loc72.2,loc73.1,loc73.2,loc74.1,loc74.2,loc75.1,loc75.2,loc76.1,loc76.2,loc77.1,loc77.2,loc78.1,loc78.2,loc79.1,loc79.2,loc80.1,loc80.2,loc81.1,loc81.2,loc82.1,loc82.2,loc83.1,loc83.2,loc84.1,loc84.2,loc85.1,loc85.2,loc86.1,loc86.2,loc87.1,loc87.2,loc88.1,loc88.2,loc89.1,loc89.2,loc90.1,loc90.2,loc91.1,loc91.2,loc92.1,loc92.2,loc93.1,loc93.2,loc94.1,loc94.2,loc95.1,loc95.2,loc96.1,loc96.2,loc97.1,loc97.2,loc98.1,loc98.2,loc99.1,loc99.2,loc100.1,loc100.2,loc101.1,loc101.2,loc102.1,loc102.2,loc103.1,loc103.2,loc104.1,loc104.2,loc105.1,loc105.2,loc106.1,loc106.2,loc107.1,loc107.2,loc108.1,loc108.2,loc109.1,loc109.2,loc110.1,loc110.2,loc111.1,loc111.2,loc112.1,loc112.2,loc113.1,loc113.2,loc114.1,loc114.2,loc115.1,loc115.2,loc116.1,loc116.2,loc117.1,loc117.2,loc118.1,loc118.2,loc119.1,loc119.2,loc120.1,loc120.2,loc121.1,loc121.2,loc122.1,loc122.2,loc123.1,loc123.2,loc124.1,loc124.2,loc125.1,loc125.2,loc126.1,loc126.2,loc127.1,loc127.2,loc128.1,loc128.2,loc129.1,loc129.2,loc130.1,loc130.2,loc131.1,loc131.2,loc132.1,loc132.2,loc133.1,loc133.2,loc134.1,loc134.2,loc135.1,loc135.2,loc136.1,loc136.2,loc137.1,loc137.2,loc138.1,loc138.2,loc139.1,loc139.2,loc140.1,loc140.2,loc141.1,loc141.2,loc142.1,loc142.2,loc143.1,loc143.2,loc144.1,loc144.2,loc145.1,loc145.2,loc146.1,loc146.2,loc147.1,loc147.2,loc148.1,loc148.2,loc149.1,loc149.2,loc150.1,loc150.2,loc151.1,loc151.2,loc152.1,loc152.2,loc153.1,loc153.2,loc154.1,loc154.2,loc155.1,loc155.2,loc156.1,loc156.2,loc157.1,loc157.2,loc158.1,loc158.2,loc159.1,loc159.2,loc160.1,loc160.2,loc161.1,loc161.2,loc162.1,loc162.2,loc163.1,loc163.2,loc164.1,loc164.2,loc165.1,loc165.2,loc166.1,loc166.2,loc167.1,loc167.2,loc168.1,loc168.2,loc169.1,loc169.2,loc170.1,loc170.2,loc171.1,loc171.2,loc172.1,loc172.2,loc173.1,loc173.2,loc174.1,loc174.2,loc175.1,loc175.2,loc176.1,loc176.2,loc177.1,loc177.2,loc178.1,loc178.2,loc179.1,loc179.2,loc180.1,loc180.2,loc181.1,loc181.2,loc182.1,loc182.2,loc183.1,loc183.2,loc184.1,loc184.2,loc185.1,loc185.2,loc186.1,loc186.2,loc187.1,loc187.2,loc188.1,loc188.2,loc189.1,loc189.2,loc190.1,loc190.2,loc191.1,loc191.2,loc192.1,loc192.2,loc193.1,loc193.2,loc194.1,loc194.2,loc195.1,loc195.2,loc196.1,loc196.2,loc197.1,loc197.2,loc198.1,loc198.2,loc199.1,loc199.2,loc200.1,loc200.2,loc201.1,loc201.2,loc202.1,loc202.2,loc203.1,loc203.2,loc204.1,loc204.2,loc205.1,loc205.2,loc206.1,loc206.2,loc207.1,loc207.2,loc208.1,loc208.2,loc209.1,loc209.2,loc210.1,loc210.2,loc211.1,loc211.2,loc212.1,loc212.2,loc213.1,loc213.2,loc214.1,loc214.2,loc215.1,loc215.2,loc216.1,loc216.2,loc217.1,loc217.2,loc218.1,loc218.2,loc219.1,loc219.2,loc220.1,loc220.2,loc221.1,loc221.2,loc222.1,loc222.2,loc223.1,loc223.2,loc224.1,loc224.2,loc225.1,loc225.2,loc226.1,loc226.2,loc227.1,loc227.2,loc228.1,loc228.2,loc229.1,loc229.2,loc230.1,loc230.2,loc231.1,loc231.2,loc232.1,loc232.2,loc233.1,loc233.2,loc234.1,loc234.2,loc235.1,loc235.2,loc236.1,loc236.2,loc237.1,loc237.2,loc238.1,loc238.2,loc239.1,loc239.2,loc240.1,loc240.2,loc241.1,loc241.2,loc242.1,loc242.2,loc243.1,loc243.2,loc244.1,loc244.2,loc245.1,loc245.2,loc246.1,loc246.2,loc247.1,loc247.2,loc248.1,loc248.2,loc249.1,loc249.2,loc250.1,loc250.2,loc251.1,loc251.2,loc252.1,loc252.2,loc253.1,loc253.2,loc254.1,loc254.2,loc255.1,loc255.2,loc256.1,loc256.2,loc257.1,loc257.2,loc258.1,loc258.2,loc259.1,loc259.2,loc260.1,loc260.2,loc261.1,loc261.2,loc262.1,loc262.2,loc263.1,loc263.2,loc264.1,loc264.2,loc265.1,loc265.2,loc266.1,loc266.2,loc267.1,loc267.2,loc268.1,loc268.2,loc269.1,loc269.2,loc270.1,loc270.2,loc271.1,loc271.2,loc272.1,loc272.2,loc273.1,loc273.2,loc274.1,loc274.2,loc275.1,loc275.2,loc276.1,loc276.2,loc277.1,loc277.2,loc278.1,loc278.2,loc279.1,loc279.2,loc280.1,loc280.2,loc281.1,loc281.2,loc282.1,loc282.2,loc283.1,loc283.2,loc284.1,loc284.2,loc285.1,loc285.2,loc286.1,loc286.2,loc287.1,loc287.2,loc288.1,loc288.2,loc289.1,loc289.2,loc290.1,loc290.2,loc291.1,loc291.2,loc292.1,loc292.2,loc293.1,loc293.2,loc294.1,loc294.2,loc295.1,loc295.2,loc296.1,loc296.2,loc297.1,loc297.2,loc298.1,loc298.2,loc299.1,loc299.2,loc300.1,loc300.2,loc301.1,loc301.2,loc302.1,loc302.2,loc303.1,loc303.2,loc304.1,loc304.2,loc305.1,loc305.2,loc306.1,loc306.2,loc307.1,loc307.2,loc308.1,loc308.2,loc309.1,loc309.2,loc310.1,loc310.2,loc311.1,loc311.2,loc312.1,loc312.2,loc313.1,loc313.2,loc314.1,loc314.2,loc315.1,loc315.2,loc316.1,loc316.2,loc317.1,loc317.2,loc318.1,loc318.2,loc319.1,loc319.2,loc320.1,loc320.2,loc321.1,loc321.2,loc322.1,loc322.2,loc323.1,loc323.2,loc324.1,loc324.2,loc325.1,loc325.2,loc326.1,loc326.2,loc327.1,loc327.2,loc328.1,loc328.2,loc329.1,loc329.2,loc330.1,loc330.2,loc331.1,loc331.2,loc332.1,loc332.2,loc333.1,loc333.2,loc334.1,loc334.2,loc335.1,loc335.2,loc336.1,loc336.2,loc337.1,loc337.2,loc338.1,loc338.2,loc339.1,loc339.2,loc340.1,loc340.2,loc341.1,loc341.2,loc342.1,loc342.2,loc343.1,loc343.2,loc344.1,loc344.2,loc345.1,loc345.2,loc346.1,loc346.2,loc347.1,loc347.2
1001_TX2,TX2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1002_TX2,TX2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
